"ABS",,,,,
"R_SHO_P",100,0,50,50,50
"R_SHO_R",100,0,50,50,50
"R_ELB_P",100,0,50,50,50
"R_ELB_Y",100,0,50,50,50
"R_WRI_Y",100,0,100,120,120
"R_WRI_R",100,0,50,50,50
"L_SHO_P",100,0,50,50,50
"L_SHO_R",100,0,50,50,50
"L_ELB_P",100,0,50,50,50
"L_ELB_Y",100,0,50,50,50
"L_WRI_Y",100,0,100,120,120
"L_WRI_R",100,0,50,50,50
