"ABS",,,,,
"L_SHO_P",100,-2,50,50,50
"L_SHO_R",100,25,50,50,50
"L_ELB_P",100,50,50,50,50
"L_ELB_Y",100,-46,50,50,50
"L_WRI_Y",100,5,50,50,50
"L_WRI_R",100,-12,50,50,50
