"ABS",,,,,
"R_SHO_P",100,3.53,50,50,50
"R_SHO_R",100,22.4675,50,50,50
"R_ELB_P",100,19.52,50,50,50
"R_ELB_Y",100,25.4325,50,50,50
"R_WRI_Y",100,83.1281,100,100,100
"R_WRI_R",100,-27.0625,100,100,100
